/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/center_2017_06_17_21_52_46_431.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/left_2017_06_17_21_52_46_431.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/right_2017_06_17_21_52_46_431.jpg,0,0,0,11.97762
/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/center_2017_06_17_21_52_46_505.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/left_2017_06_17_21_52_46_505.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/right_2017_06_17_21_52_46_505.jpg,0,0,0,11.88101
/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/center_2017_06_17_21_52_46_574.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/left_2017_06_17_21_52_46_574.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/right_2017_06_17_21_52_46_574.jpg,0,0,0,11.78145
/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/center_2017_06_17_21_52_46_643.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/left_2017_06_17_21_52_46_643.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/right_2017_06_17_21_52_46_643.jpg,0,0,0,11.94831
/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/center_2017_06_17_21_52_46_711.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/left_2017_06_17_21_52_46_711.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/right_2017_06_17_21_52_46_711.jpg,0,0,0,11.85402
/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/center_2017_06_17_21_52_46_779.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/left_2017_06_17_21_52_46_779.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/right_2017_06_17_21_52_46_779.jpg,0,0,0,11.54661
/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/center_2017_06_17_21_52_46_848.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/left_2017_06_17_21_52_46_848.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/right_2017_06_17_21_52_46_848.jpg,0,0,0,11.46045
/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/center_2017_06_17_21_52_46_918.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/left_2017_06_17_21_52_46_918.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/right_2017_06_17_21_52_46_918.jpg,0,0,0,11.60187
/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/center_2017_06_17_21_52_46_989.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/left_2017_06_17_21_52_46_989.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/right_2017_06_17_21_52_46_989.jpg,0,0,0,11.50648
/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/center_2017_06_17_21_52_47_060.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/left_2017_06_17_21_52_47_060.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/right_2017_06_17_21_52_47_060.jpg,0,0,0,11.2092
/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/center_2017_06_17_21_52_47_132.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/left_2017_06_17_21_52_47_132.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/right_2017_06_17_21_52_47_132.jpg,0,0,0,11.12164
/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/center_2017_06_17_21_52_47_195.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/left_2017_06_17_21_52_47_195.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/right_2017_06_17_21_52_47_195.jpg,0,0,0,11.1881
/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/center_2017_06_17_21_52_47_265.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/left_2017_06_17_21_52_47_265.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/right_2017_06_17_21_52_47_265.jpg,0,0,0,11.15233
/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/center_2017_06_17_21_52_47_337.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/left_2017_06_17_21_52_47_337.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/right_2017_06_17_21_52_47_337.jpg,0,0,0,11.08357
/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/center_2017_06_17_21_52_47_416.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/left_2017_06_17_21_52_47_416.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/right_2017_06_17_21_52_47_416.jpg,0,0,0,10.99462
/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/center_2017_06_17_21_52_47_485.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/left_2017_06_17_21_52_47_485.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/right_2017_06_17_21_52_47_485.jpg,0,0,0,10.90678
/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/center_2017_06_17_21_52_47_554.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/left_2017_06_17_21_52_47_554.jpg,/home/horseshoe7/CarND-Behavioral-Cloning-P3/run7/IMG/right_2017_06_17_21_52_47_554.jpg,-0.03773585,0,0,10.84099
